d5927ad7-0cad-43f9-bed8-20e57cd018a3,Lauren Craft,2023-10-10,brown bread
f932d0e7-0b3b-40cb-b5af-374ab4ded8f7,Melinda Ortiz,2022-11-30,tea
cb5b74b3-ad9e-438d-8b9e-6bd1984e87a1,Brandi Clapham,2023-01-01,root vegetables
bb555c19-51f1-4642-96ab-0776247b8154,Susan Chun,2022-12-26,specialty vegetables
06cc0cfe-88f1-49e0-8631-39ced6ec49be,William Pugh,2022-12-18,UHT-milk
a09d71b7-b35a-4290-8dac-b57f495c6588,Richard Carter,2023-04-22,dental care
e38f5ef7-4e0f-4a3f-9222-d0f7dfc76a44,Emma Appell,2023-08-08,sauces
c0c1e5af-f9f7-49e5-8f70-e0d3bbb5aea0,George Spahn,2023-06-02,salad dressing
730e3e30-783f-4e16-bbca-5f7e88d3aafd,William Steege,2023-05-17,canned fish
b0e12c8e-4fee-4257-9db2-9a4e2ae99c95,Irma Holmes,2023-07-04,skin care
a588ed83-4cfd-41f4-9bf2-3e67c95281a7,Linda White,2022-12-16,frozen vegetables
c3adcbf3-e201-4c38-8cc0-bb05ef59f569,Lindsey Daniel,2023-08-28,grapes
cdb550df-125f-4418-8ef4-e8e125d09012,Bridgett Phelps,2023-01-11,salt
f8c8e12c-7e26-40a5-ad84-06fbf4346660,Susan Lopez,2023-03-08,other vegetables
96ced719-1858-4101-8277-d75a7b0d00d3,Shannon Melugin,2023-09-24,packaged fruit/vegetables
0c21fa7b-3739-4558-bf47-2ad31607487b,Mildred Stuble,2023-05-12,hamburger meat
e7fe2ba5-9031-40db-a661-b0dbcd8b341a,Thomas Schaming,2023-03-01,specialty vegetables
b50e4869-8c96-4817-96bb-7794aeb41d95,John Dawes,2023-06-16,processed cheese
a1f7a1a4-eb84-4942-950f-a7a57ab795f8,Evelyn Ellis,2022-12-03,tropical fruit
684f8ae4-7d8d-41c3-aae1-dae27c14ee4e,Ricky Ray,2022-11-23,jam
7e57dcb9-8e18-4f95-9f9c-f69e62d0365f,Patrick Sanders,2023-10-14,softener
ecb6e626-fd25-4e81-92ca-9672f7a0fa67,Nora Mcneil,2023-07-25,rice
f8dfacbd-5bdb-4fbe-b845-8bf2e43752f1,Dennis Bailey,2023-10-23,nut snack
079316d3-1f9e-4f02-b8a3-ad8399fdbfb1,Darlene Armstrong,2023-07-02,pasta
d954b2df-0fa4-4fbe-8e6f-1ae5201903ae,David Glassman,2023-06-08,meat spreads
63c93df4-a437-4b3a-983e-96f48ab943e1,William Nestor,2023-08-17,butter
5dc1bb98-d8bf-496f-93ed-aa09754643e5,Bryant William,2023-10-15,artif. sweetener
f13989a8-36bd-48a8-8ef7-2ff0108a1e71,Jeffery Peralta,2023-02-01,yogurt
35593dea-58e9-489a-bd2c-8ee631d8530c,Daniel Garretson,2023-05-29,candy
d1052168-2284-4d71-a244-b6181b33d530,Earl Rodriguez,2023-04-13,make up remover
eb8c5f15-8151-475a-a799-fc1a6a84764c,Edna Reed,2023-08-11,kitchen towels
6903465d-b2ed-48b8-b301-666bbb82ddc5,Elva Fortune,2023-02-04,pasta
899946a7-a2b9-4d4c-a790-d6ba349a7c31,Juan Duggins,2023-04-27,specialty vegetables
d9372562-e989-48df-b5c8-3674ff57115c,Pearl Fleischer,2023-01-02,yogurt
52c80869-1d05-4081-aa0c-7757ede53d47,Patricia Coates,2023-02-11,sugar
dafcacd1-75f1-4186-8262-4829f275a8f5,Joe Ambres,2023-07-11,spread cheese
a941e3cd-b3f5-458e-8c43-78b374fe92c3,Stephanie Gergen,2023-07-29,spices
897f6356-9475-45ea-8c05-fa0a1cc62302,Sarah Ceniceros,2023-10-05,frozen potato products
72fc9f15-3188-4711-a073-9a8b82456249,Darrell Robinson,2023-01-30,meat
583c8377-6332-4168-a03f-a7dbe076f100,Jocelyn Dutra,2023-10-07,candles
c3df4924-78ae-43ba-8579-b9d07582cee7,Susan Lewis,2023-02-21,specialty bar
888e341d-930e-4250-b32a-c21dad93339e,Iva Johnston,2023-10-27,frozen meals
a94fa9ba-52a3-4817-a01e-7da9b43f77cd,Michael Larrison,2023-01-04,rum
c972a9ff-17dd-4a21-834b-ee44450f80f9,Robert Grimes,2022-11-29,artif. sweetener
fdd47c8c-2da2-4666-8929-e66fb2c6f38f,Oscar Liles,2022-11-19,canned vegetables
64c23d45-0041-4d6d-8beb-b089694df720,John Frisco,2022-11-16,bags
4d82f950-a9ad-4ba4-ba65-7f1427177d53,Matthew Billinghurst,2023-06-02,specialty cheese
ec58efca-5eea-4fd8-91cc-9e56984a6132,James Clary,2023-04-27,packaged fruit/vegetables
c1ea00ae-5367-4a37-9616-0ce295eacfe1,Charles Webster,2023-02-26,softener
88f37b79-77fb-41b7-a213-e460c9c29123,Keith Woodard,2023-07-09,meat
38be40ba-2656-4747-bb57-6ecb75946106,Patricia Rodriguez,2022-12-21,white bread
e990b27d-d949-4dfa-b331-7ba0b2eaa46d,Ray Yazzie,2023-05-11,seasonal products
37d430dc-098c-4762-a626-aa4ade25fb36,Norman Zimmer,2023-09-04,rubbing alcohol
80d59b43-ea57-4ebd-b7e9-77f7284120cb,Deborah Conley,2023-09-01,ice cream
d7c2a2fb-2797-4f41-992a-ea52db856775,Mohamed Morin,2023-03-17,bottled water
b26c776e-a3f3-4c0d-848d-7dc39361fa1b,Julian Gowen,2023-08-15,white wine
b1dd0b28-cae4-4e49-9fb7-ef53ec1cfc02,Robert Landfair,2023-09-11,frozen dessert
fbec1941-261d-4347-beea-fadd714497a3,Wendy Castillo,2023-01-21,canned beer
a3f72fc8-c1c7-48c5-82d3-a58b2d9a7a4f,Jennifer Esteban,2023-01-17,artif. sweetener
58d0b302-1cb5-4369-8c74-ef9d2fecd773,Christina Harris,2022-12-11,pudding powder
a81a1d91-32a8-470c-be06-bf74069c98be,Jo Orozco,2023-07-25,onions
48a64e98-d4b9-47f6-9ae7-31173b4d75ee,Allan Daniels,2023-01-25,packaged fruit/vegetables
e7d054b3-76f1-4abb-b3e1-3ca1bd022c7e,Edward Mccurry,2023-02-16,ice cream
28d3153e-7307-4681-85cd-efe292da0b74,Richard Toborg,2023-03-29,detergent
a6220597-f11c-4319-9c86-615c7d508139,Eric Bostic,2022-11-16,pet care
8ce3cd43-5e29-4322-97a7-1733767f2395,Michelle Johnson,2023-10-29,herbs
8b2497d3-4e04-457d-8baa-558784c370f5,Trudi Looney,2022-11-19,nuts/prunes
8372048d-46a7-413f-a9e4-9779c6ca8406,Anne Whittier,2023-09-23,male cosmetics
d78970fc-aca6-4a95-840e-701ba1f68dd7,Edward Krug,2023-02-20,ready soups
62b85a7e-91a0-412b-9a4f-acc8f54b94e1,Jaunita Metheney,2023-02-20,tropical fruit
657c1de3-249b-473f-b8ef-2c977382a046,Brenda Person,2023-05-04,whole milk
997c94ba-756b-4893-bb03-ee72f45221d0,Luis Gorby,2023-06-24,pastry
e9368ef1-ddb9-4006-a398-3b5541ba442b,Robert Castillo,2023-06-21,meat spreads
d16b00a4-0a16-42d9-85e5-c310a014b934,Sandra Ortiz,2023-11-06,soft cheese
c946b0a9-1079-459c-a44b-956bd6978911,Johnnie Cornwell,2023-06-04,dog food
1c6160e6-94f5-4cc3-88a9-3c34a9f2ce47,Linda Tolar,2023-06-06,pastry
a0f0d3cb-6166-4a44-b248-9e87c8ca2e08,Christopher Steed,2022-11-17,specialty chocolate
762a0624-d1ff-496a-b192-192bc5f58bcc,Jean Lyons,2023-10-15,grapes
ed725393-c401-4459-b302-b490f700e346,Francis Wright,2023-10-29,dishes
00739386-8465-41ef-8b99-7e167a93bdeb,Donald Ortiz,2023-05-18,cereals
c32743a4-aac7-4377-9127-0ed0cc507a41,Hazel Clayton,2023-01-29,berries
72a89146-fa73-4ca8-930d-78d4f66886b7,Lanora Washburn,2023-01-13,ham
653ce477-ec01-4ea3-a2a5-6d749f6925a9,Eric Daugherty,2023-07-21,butter
3c043f77-0803-42f3-99f8-1ffeb13b6490,Eddie Mcnally,2023-01-24,hygiene articles
7d0c2f54-ca87-4104-9f21-5b921f48434c,Jimmie Delgadillo,2023-09-19,frozen chicken
40ef63c1-89ec-4d91-8e55-ee7b2c091238,Paul Keeler,2023-02-07,other vegetables
3cd68610-8bff-4b97-a94b-8432a1be663e,Charles Thornton,2023-01-31,finished products
3cfe707d-318a-4013-8aae-20fa22f5d0b4,Nicholas Lopez,2023-05-02,sliced cheese
746f7aeb-ffcf-47b4-be5b-bba4ee4fc5c3,Twila Friday,2023-03-16,kitchen towels
2e2eee97-91f5-47ee-bb21-c25954059dc1,Walter Tucker,2023-02-12,cake bar
a35cd6b2-29c4-41f5-9fde-b6193b2d9d6e,Richard Coen,2023-10-11,vinegar
dd5ac971-95d5-4be1-8205-422b29f0d67e,Anne Olinger,2023-07-24,dishes
84b6919f-42e8-4b05-a5bb-bd09e9e410a9,Sherry Allen,2023-08-03,skin care
c6805451-cd79-4f06-96d3-3dc7a5b8e79a,Cynthia Patrick,2023-04-04,vinegar
08dd2e0d-0b7f-4624-bf72-ebf396075d2f,James Ferguson,2023-05-25,female sanitary products
5e4fcc4a-c9c4-4329-b090-42ef6f554843,Rhonda Rosado,2022-11-13,cake bar
a9009202-7e13-4df3-b37f-88b7969859d4,Richard Cobb,2022-12-16,meat
97878f84-bd02-40f0-91ac-28b148273137,Robert Keesee,2023-04-06,cream cheese 
c23a6db2-c302-4569-a96c-482a1ea3e659,Shawn Vierk,2023-03-03,soda
14e3c786-71f3-4a5c-a965-73819d77e732,Aileen Watkins,2023-02-18,candy
f3502f39-14d1-4e09-a1f5-c1680c835987,Eric Hamlin,2023-06-23,herbs
07dfdd51-02be-4bfb-a081-933fb467bcd0,Naomi Radaker,2023-01-15,UHT-milk
5003dba3-1593-45af-bedf-7178a9365540,Wayne Burns,2023-07-09,kitchen towels
13334159-ac35-4164-b1a5-03cc34a63492,Barbara Williams,2023-06-28,curd
5abc1b7d-9839-42ba-be87-f30a83f791a6,Brittney Seaman,2023-07-07,napkins
b9b18010-e84f-49b3-83e2-4c32368fe204,Olga Bennett,2023-06-03,cereals
009178e8-6e10-42d0-96e2-e05a2f0c00a2,Heather Caswell,2023-10-31,condensed milk
725839bc-7bfd-4a09-a870-f67165e03148,Morris Manor,2023-07-19,chewing gum
cba76749-8410-45b6-b551-97a695f0f2dc,Dorothy Black,2023-06-27,whipped/sour cream
0f035e24-f150-4f95-81e5-1fe4cadb576d,Barry Scott,2023-01-02,soft cheese
95447eb8-9cf4-411e-9d1e-0f63cf1fd605,Keith Albritton,2023-09-17,specialty chocolate
1d75abff-6080-492d-9b16-504a1c7ad013,Sergio Price,2023-08-09,toilet cleaner
ade2fe9e-6823-4441-a74a-cbce6bc00183,Rudolph Roberts,2023-09-11,flower (seeds)
c624ae17-9158-4e74-9bd6-18cb21173fcd,Joshua Scruggs,2023-06-23,brown bread
5f08657c-22fc-4485-ac41-7746c6123623,Ira Scott,2023-02-08,zwieback
30c65dc3-5487-4a96-a4a4-ce216e9e0dbc,Mildred Lemmon,2023-03-15,specialty vegetables
983ce6f3-e541-4d1c-a46f-decc3a089ecd,David Dayton,2023-01-27,jam
44d7077d-9158-40b6-aaf5-6565f2822f13,Kevin Williams,2023-04-17,decalcifier
bbd3705e-3a2d-4835-82bd-23fd42dd1862,Amy Clendenen,2023-02-06,bottled water
9ee7a5d1-40be-4012-a2e0-dcbda3c4affe,Laura Jones,2022-12-02,liquor
f7147cd3-9a88-4e13-a2ce-a0cec4e80df4,Josefa Wade,2023-02-09,male cosmetics
2c62c32d-f19e-476f-a6bf-6a67422cf385,Steven Reina,2023-04-15,sausage
deaa4a05-62e7-4257-b98d-116058131316,John Maddox,2023-04-29,coffee
3e8df5e9-508a-43d3-a5cd-108be11d8146,Lauren Garcia,2023-03-01,dog food
cd39d1ed-6db3-4719-99c0-62607b59e2c2,Ruby Bradley,2023-11-01,herbs
f120a682-8f73-4939-8e44-03d45e44fdf5,Katrina Day,2022-12-17,rice
3dff55de-d3ec-4135-82c2-ca713675f608,George Mackley,2023-02-23,cream
ce13f485-b563-4aae-8e11-47d00c35ee77,Joann Weaver,2023-01-26,pork
0429cf7e-f2fa-4881-a435-3bc767db9983,Arthur Brown,2023-07-25,sausage
07a940e8-ce66-46a4-aec0-75cc5094a819,Alice Brown,2023-08-26,frozen chicken
3ada9ab4-41df-414a-84c8-22dbdba72935,Sherry Carabajal,2023-06-26,red/blush wine
78beaeaa-3b3a-41d4-8d78-68461fd502dd,Marisa Phelps,2022-11-11,snack products
126f0cfc-4b5e-48d8-9b7c-9d82bd31e520,Christopher Schmig,2022-12-18,spread cheese
35a895dd-c91d-4752-91c7-b8eeb2472cea,Stanley Malone,2022-12-09,dog food
2e3836a8-a054-430e-8287-5f7e8484576e,Michael Hinton,2023-04-13,mayonnaise
38242d46-76e3-4afb-b7f6-ac2c54c04c3e,Margaret Clark,2022-12-28,make up remover
59c299f1-ffd0-4935-ad9f-d1a126049df3,Violet Kennedy,2023-03-19,grapes
05b2c42d-5785-40d4-8137-119855ef06e1,Greg Barnard,2023-10-15,chocolate marshmallow
ebfdd446-fef1-4d42-b7cf-a32cb0f0e4ed,Roseann Geerdes,2022-12-21,margarine
88492728-d839-4e73-8394-b1fba2b9f98e,Kara Webber,2023-06-06,kitchen towels
9a2216e0-6ce7-436c-9b8c-1a9e4868badc,Cynthia Ross,2023-07-30,make up remover
3aa17642-9776-4506-9cae-2ae820713f06,Andrew Burrows,2023-02-24,packaged fruit/vegetables
6660539c-176c-4906-a41e-5d75b75e3bd5,Doris Dowdy,2023-09-29,fruit/vegetable juice
27890cd3-0c83-4edf-8033-f6252f9d6a2f,Eric Mays,2023-04-28,mayonnaise
3ef6db6a-3874-48fe-b513-acf79519d861,Chester Pelland,2023-07-06,sparkling wine
627ac59d-1375-486c-ba77-6f4f91aad408,Thomas Hernandez,2023-04-17,fruit/vegetable juice
2b11d51a-78d0-4777-b2c1-ae0ab5065dcf,Thomas Billups,2023-10-22,root vegetables
92618f40-0b01-4a35-93f5-9b3473a9e7d4,Leonard Smith,2023-02-12,ham
e0ca3012-7d7b-47c6-a934-b41840a0f354,Wanda White,2023-01-08,oil
415e094d-7641-4b48-944d-5deee29086f6,Ronald Yarbrough,2023-11-01,cat food
5e9c5a6b-c7cf-4b4a-a8dd-13a29cc044e3,Rhonda Delahunt,2023-11-02,cookware
64fc4e7f-5cac-4fd9-a1da-ceee0d2b09da,Willie Meeks,2023-04-30,dish cleaner
2680b1bb-2ddf-4559-b8c8-7fb55c0eac51,Peter Wesler,2023-09-04,photo/film
49fb52af-1103-4de4-aff0-8bb78783a5d2,Billy Minjarez,2023-10-05,soap
a449a454-2095-436f-b480-821e02157bd8,Barry Hatch,2023-04-03,salt
b964beea-4fd2-488d-a188-ebdb323ed981,Robert Doss,2022-11-13,tidbits
94596963-2e4c-4fb3-b634-3a522770aab9,Jeffrey Riddle,2023-04-01,baby cosmetics
7e41d717-5619-45a7-8b2c-2ed675336148,Ileen Robbinson,2023-02-10,decalcifier
939c1911-68b4-4bf5-b483-9c5cad504672,Thomas Highsmith,2023-08-29,brown bread
e3a53f6e-7bb1-447b-8dde-9de0c1bccf35,Yan Glaze,2023-03-23,seasonal products
d19f7709-c969-408c-a308-635f3ee06645,Shayla Zimmerman,2023-02-12,rubbing alcohol
abd65aca-1d53-4cf6-bbe1-9eb7bc47516b,Mario Gibbs,2023-07-17,pudding powder
431b4211-05e3-47d2-84ef-a46b6b9d8d8d,Daniel Tinajero,2023-07-19,baking powder
3a8705ff-cfc2-4975-b25b-0436bd23476b,John Perez,2023-05-09,pastry
7ec25b05-94ed-4211-aa1d-791b9a41de6c,Jay Huey,2023-01-28,jam
117871b4-ce01-4cfe-a1a1-64c1a8b0edca,Diana Torres,2023-05-21,cocoa drinks
3e660fd7-2ea1-4622-814f-d3fdfbfa8bdd,Terrance Royster,2023-01-12,meat spreads
d3ca743d-b874-48f7-bdfa-58930fd2c629,Theresa Anderson,2023-05-26,berries
cc340200-f474-4ccb-ae62-1a5bce3efc0d,Ernest Mcroberts,2023-07-17,rolls/buns
d8369683-e8a0-464f-9c4a-21d2fbb064e3,Troy Thorpe,2023-10-29,organic products
3a0704a6-83c7-494e-a589-dbc611791196,Amy Middleton,2023-02-14,salty snack
6518f10b-6850-4cd1-bfd2-88e6628f6ac4,Thelma Coleman,2023-07-22,canned fruit
c461a7d4-2c31-465d-9310-8747416d11f1,Shirley Soria,2023-03-03,ice cream
6e9b4f6b-b0ca-49aa-be6e-ddb5f4c87992,Andre Higgins,2023-01-26,chocolate
3183e4bc-9714-4f2c-a3c9-313a77e9d91a,Robert Collins,2022-11-07,chocolate
f973360a-0e43-4377-b085-3768efac571f,Julie Beaudette,2023-01-25,pip fruit
44f3f5c8-ab95-4c6f-8cb2-7ab9f825e68b,Dorothy Hamilton,2023-09-26,flour
f23edaf0-7e1d-405f-b7dc-094830891efa,James Thomas,2023-02-02,whisky
ce5db28c-d251-4870-bcee-c5a2ed255674,Elaine Vasser,2023-03-10,female sanitary products
a2e14ed9-6a6d-4044-8044-117d70d5a214,Sarah Guzman,2023-01-01,white wine
